source_key,source_url,source_table,source_row,retrieved_at,Class,Picture,Type,No. of Ships,Origin,Displacement,Status,Note
navy_future_programmes,https://en.wikipedia.org/wiki/Future_of_the_Indian_Navy,14,1,2026-09-15T03:49:19Z,HSL class,,Fleet replenishment oiler,5,India,"45,000 tonnes",5 under construction,Approved in 2014. Contract signed in August 2023. All ships to be delivered between 2027 and 2031.
