source_key,source_url,source_table,source_row,retrieved_at,Class,Picture,Type,No. of Ships,Origin,Displacement,Status,Note
navy_future_programmes,https://en.wikipedia.org/wiki/Future_of_the_Indian_Navy,10,1,2026-09-15T03:49:19Z,Anti Submarine Warfare Shallow Water Craft,,Corvette (ASW),16,India,"890–1,490 tonnes",6 Active 1 Delivered 8 Launched 1 Under Construction,"Designed for ASW roles in coastal waters. Out of the pending ships of this class, seven are being constructed by GRSE (Arnala sub-class) and eight by Cochin Shipyard (Mahe sub-class)."
navy_future_programmes,https://en.wikipedia.org/wiki/Future_of_the_Indian_Navy,10,2,2026-09-15T03:49:19Z,Next Generation Missile Vessels,,Corvette (ASuW),6,India,"1,437 tonnes",1 under construction 5 planned,"The contract for acquisition of six Next Generation Missile Vessels (NGMV) was signed with Cochin Shipyard Limited (CSL) at a cost of Rs 9,805 crore. The delivery of ships is scheduled to commence from March 2027 ."
navy_future_programmes,https://en.wikipedia.org/wiki/Future_of_the_Indian_Navy,10,3,2026-09-15T03:49:19Z,Next generation corvette,,Corvette,8,India,"3,500 tonnes",Planned,"In May 2025, Garden Reach Shipbuilders & Engineers secured the lowest bidder (L1) position for constructing five Next Generation Corvettes (NGC) for the Indian Navy, under a ₹36,000 crore (US$4.3 billion) program approved by the Defence Acquisition Council. The contract for GRSE, valued at over ₹25,000 crore (US$3.0 billion), covers five of the eight NGCs, with the remaining three to be built by the second-lowest bidder (L2) at the same unit cost."
