source_key,source_url,source_table,source_row,retrieved_at,Family,Name,Type,Design,Guidance,Range,Warhead,Intr.,Status,Image,Ref.
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,7,1,2026-09-15T04:05:32Z,Prithvi Defence Vehicle,Mark I/Mark II,Exoatmospheric ABM,DRDO,Ring laser gyro based inertial navigation system Imaging infrared homing,"5,000 km (3,100 mi)",Kinetic kill vehicle,TBD,In development,,
