source_key,source_url,source_table,source_row,retrieved_at,Name,Type,Designer,Guidance,Range,Speed,Warhead,Intr.,Status,Image,Ref.
indian_military_missiles,https://en.wikipedia.org/wiki/List_of_Indian_military_missiles,11,1,2026-09-15T04:05:32Z,Hypersonic Technology Demonstrator Vehicle,Hypersonic test bed,DRDO,,,Mach 12,,2019,In testing,,
