source_key,source_url,source_table,source_row,retrieved_at,Class,Picture,Type,No. of Ships,Origin,Displacement,Status,Note
navy_future_programmes,https://en.wikipedia.org/wiki/Future_of_the_Indian_Navy,11,1,2026-09-15T04:05:32Z,Mine Counter Measure Vessels (MCMV),,Minesweeper,12,India,"2,800 Tons",Planned,"On 3 July 2025, the Defence Acquisition Council authorised the Acceptance of Necessity (AoN) for the project."
