source_key,source_url,source_table,source_row,retrieved_at,Name,Image,Type,Quantity,Origin,Notes
iaf_weapon_systems,https://en.wikipedia.org/wiki/Indian_Air_Force,6,1,2026-09-15T04:05:32Z,Spike NLOS,,Air launched Anti-tank guided missile,—,Israel,Status: In service. Indian Air Force procured Spike-NLOS for Mi-17 helicopters.
iaf_weapon_systems,https://en.wikipedia.org/wiki/Indian_Air_Force,6,2,2026-09-15T04:05:32Z,9M120 Ataka-V (AT-9 Spiral-2),,Air launched Anti-tank guided missile,—,Russia,Status: In service. Operated from Mil Mi-35. 20 helicopters modified to deploy the missile as of July 2024.
iaf_weapon_systems,https://en.wikipedia.org/wiki/Indian_Air_Force,6,3,2026-09-15T04:05:32Z,9K114 Shturm (AT-6 Spiral),,Air launched Anti-tank guided missile,800,Russia,Status: In service. Operated from Mil Mi-35
iaf_weapon_systems,https://en.wikipedia.org/wiki/Indian_Air_Force,6,4,2026-09-15T04:05:32Z,Dhruvastra,,Air launched Anti-tank guided missile,—,India,Status: Completed user trials and Ready for Induction.
iaf_weapon_systems,https://en.wikipedia.org/wiki/Indian_Air_Force,6,5,2026-09-15T04:05:32Z,Amogha missile,,Air launched Anti-tank guided missile,—,India,Status: Under development. To be integrated on HAL Rudra and HAL Prachand.
