source_key,source_url,source_table,source_row,retrieved_at,Sailing ship | Class,Sailing ship | Image,Sailing ship | Boat,Sailing ship | No.,Sailing ship | Disp. (t),Sailing ship | Comm.,Sailing ship | Origin,Sailing ship | Homeport,Sailing ship | Note
navy_active_ships,https://en.wikipedia.org/wiki/List_of_active_Indian_Navy_ships,1,1,2026-09-15T03:49:19Z,Kaundinya-class,,INSV Kaundinya,-,70,2025,India,Karwar,"Stitched sailing ship built in honor of Kaundinya I, with its design based on ancient paintings found in Ajanta Caves."
