source_key,source_url,source_table,source_row,retrieved_at,Torpedo trials craft (1) | Class,Torpedo trials craft (1) | Image,Torpedo trials craft (1) | Ship,Torpedo trials craft (1) | No.,Torpedo trials craft (1) | Disp. (t),Torpedo trials craft (1) | Comm.,Torpedo trials craft (1) | Origin,Torpedo trials craft (1) | Note
navy_active_ships,https://en.wikipedia.org/wiki/List_of_active_Indian_Navy_ships,12,1,2026-09-15T04:05:32Z,Astradharani class,,INS Astradharani,A61,650,2015,India,Used as testing platform for underwater weapons system.
